标准关系编号,头标准实体编号,头实体标准名,头实体类型,关系类型,尾标准实体编号,尾实体标准名,尾实体类型,证据句,来源文档,来源页码,置信度,出现次数,抽取方法,复核状态,原始关系编号
SR0280,SE0188,变体机构,机构/执行系统,影响,SE0051,变体过程,变形方式,等过大，影响变体机构和机翼结构的安全；此外，考虑到变体过程中可能会损,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,121,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0751
SR0281,SE0188,变体机构,机构/执行系统,影响,SE0334,重量代价,性能指标,机翼原有的机翼结构方案的影响、变体机构的尺寸和重量代价等。变体机构和,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,105,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0737
SR0282,SE0051,变体过程,变形方式,影响,SE0124,副翼,结构部件,功与否；另一方面，变体过程中副翼的偏转也会带来额外的力和力矩，这些力,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,88,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0722
SR0283,SE0051,变体过程,变形方式,影响,SE0255,升力系数,性能指标,图 4.52 变体过程中非定常效应引起的升力系数变化,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,87,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0856
SR0284,SE0051,变体过程,变形方式,影响,SE0095,双翼构型,气动布局,变体过程中活动机翼产生的尾流对于尾翼的影响。在双翼构型下，活动机翼和,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,125,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0761
SR0285,SE0051,变体过程,变形方式,影响,SE0138,尾翼,结构部件,变体过程中活动机翼产生的尾流对于尾翼的影响。在双翼构型下，活动机翼和,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,125,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1220
SR0286,SE0051,变体过程,变形方式,影响,SE0218,控制方案,控制方法,在双翼构型下的气动特性、变体过程中的气动特性以及气动力驱动变体的副翼特,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0049
SR0287,SE0051,变体过程,变形方式,影响,SE0291,气动力,性能指标,应，以及变体过程中气动力变化对飞机气动稳定性的影响；最后，对气动力驱,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,32,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1075
SR0288,SE0051,变体过程,变形方式,影响,SE0299,气动性能,性能指标,在双翼构型下的气动特性、变体过程中的气动特性以及气动力驱动变体的副翼特,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0047
SR0289,SE0051,变体过程,变形方式,影响,SE0163,活动机翼,结构部件,在变体过程中，两侧活动机翼不对称时，不对称的阻力将会产生偏航力,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,101,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0838
SR0290,SE0051,变体过程,变形方式,影响,SE0310,滚转力矩,性能指标,在变体过程中，当两侧机翼连杆的拉力不对称时，会产生滚转力矩，如图,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,101,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0832
SR0291,SE0051,变体过程,变形方式,影响,SE0400,非定常效应,专业概念,4.3.3 变体过程中的非定常效应 ............................................................ 68,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,9,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0048
SR0292,SE0051,变体过程,变形方式,影响,SE0238,飞行控制,控制方法,尖涡流，这可能会对变体过程中的飞行控制产生不利干扰，在制定变体控制方,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,88,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1148
SR0293,SE0054,变后掠翼,变形方式,影响,SE0061,变构方式,变形方式,针对改变后掠角的变构方式，对风洞试验过程中表,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,2,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0865
SR0294,SE0054,变后掠翼,变形方式,影响,SE0290,气动中心,性能指标,但是由于变后掠时气动中心的变化会产生低头,D6_变体飞行器变形方式及气动布局设计关键技术研究进展,9,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0927
SR0295,SE0054,变后掠翼,变形方式,影响,SE0436,风洞试验,研究方法,针对改变后掠角的变构方式，对风洞试验过程中表,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,2,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0867
SR0296,SE0061,变构方式,变形方式,影响,SE0436,风洞试验,研究方法,针对改变后掠角的变构方式，对风洞试验过程中表,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,2,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0866
SR0297,SE0016,变构飞行器,飞行器对象,影响,SE0046,单-双折叠翼,变形方式,变体飞行器的期望设计参数对比。可以看出，单-双折叠翼变体所带来的新设,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,127,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0770
SR0298,SE0016,变构飞行器,飞行器对象,影响,SE0188,变体机构,机构/执行系统,-双折叠翼变体飞行器来说，其变体机构主要位于机翼，不影响机身油箱的安,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,127,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0768
SR0299,SE0129,固定机翼,结构部件,影响,SE0124,副翼,结构部件,20000 N·m。经ACADO 计算，此时固定机翼副翼可产生的最大滚转控制力矩,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,103,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0580
SR0300,SE0129,固定机翼,结构部件,影响,SE0223,滚转控制,控制方法,20000 N·m。经ACADO 计算，此时固定机翼副翼可产生的最大滚转控制力矩,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,103,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0583
SR0301,SE0137,大展弦比机翼,结构部件,影响,SE0169,结构重量,结构部件,大展弦比机翼可以极大地降低飞机的诱导阻力，提高飞机的升阻比，但随着,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,20,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0055
SR0302,SE0018,大展弦比长航时飞行器,飞行器对象,影响,SE0359,亚声速,任务场景,后掠角：大展弦比长航时飞行器一般巡航在无激波产生的亚声速，没有,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,126,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0840
SR0303,SE0138,尾翼,结构部件,影响,SE0095,双翼构型,气动布局,变体过程中活动机翼产生的尾流对于尾翼的影响。在双翼构型下，活动机翼和,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,125,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1218
SR0304,SE0266,展弦比,性能指标,影响,SE0256,升阻比,性能指标,说，增大机翼的展弦比，是降低诱导阻力，提高巡航升阻比的最有效手段。但大,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0053
SR0305,SE0266,展弦比,性能指标,影响,SE0055,变展长技术,变形方式,场地和气象条件限制等约束，为飞行器选择最优的翼展和展弦比。将变展长变体,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,34,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1028
SR0306,SE0266,展弦比,性能指标,影响,SE0167,结构强度,结构部件,展弦比在35 左右，但由于结构强度、起降翼展等方面的限制，实际的展弦比在,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,37,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0969
SR0307,SE0266,展弦比,性能指标,影响,SE0321,翼展,专业概念,展弦比在35 左右，但由于结构强度、起降翼展等方面的限制，实际的展弦比在,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,37,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0971
SR0308,SE0266,展弦比,性能指标,影响,SE0396,设计准则,专业概念,果表明，单-双折叠翼变体基本不改变大展弦比飞行器原有的设计准则和设计,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,139,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1240
SR0309,SE0266,展弦比,性能指标,影响,SE0327,诱导阻力,性能指标,说，增大机翼的展弦比，是降低诱导阻力，提高巡航升阻比的最有效手段。但大,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0052
SR0310,SE0266,展弦比,性能指标,影响,SE0329,起降翼展,专业概念,展弦比在35 左右，但由于结构强度、起降翼展等方面的限制，实际的展弦比在,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,37,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0970
SR0311,SE0099,常规布局,气动布局,影响,SE0266,展弦比,性能指标,身根部的弯矩负载，使得飞机拥有较常规布局更大的展弦比，如美国“白骑士2,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,21,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1012
SR0312,SE0478,总体设计,专业概念,影响,SE0046,单-双折叠翼,变形方式,机总体设计方法带来了新的挑战。一方面，单-双折叠翼变体解决了大展弦比,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,120,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1193
SR0313,SE0478,总体设计,专业概念,影响,SE0266,展弦比,性能指标,机总体设计方法带来了新的挑战。一方面，单-双折叠翼变体解决了大展弦比,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,120,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1194
SR0314,SE0067,折叠翼,变形方式,影响,SE0124,副翼,结构部件,折叠翼变体飞机为例，定量分析了副翼偏转所产生的额外力和力矩。,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,94,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0842
SR0315,SE0067,折叠翼,变形方式,影响,SE0188,变体机构,机构/执行系统,-双折叠翼变体飞行器来说，其变体机构主要位于机翼，不影响机身油箱的安,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,127,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0769
SR0316,SE0067,折叠翼,变形方式,影响,SE0016,变构飞行器,飞行器对象,-双折叠翼变体飞行器来说，其变体机构主要位于机翼，不影响机身油箱的安,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,127,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0767
SR0317,SE0067,折叠翼,变形方式,影响,SE0283,机动性能,性能指标,其四是活动机翼的固定机构的增重，对此，可以参考舰载机折叠机翼的固,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,134,0.92,1,规则抽取+标准实体映射+重复三元组去重,高置信通过,R0020
SR0318,SE0218,控制方案,控制方法,影响,SE0197,结构机构设计,机构/执行系统,控制方案，并进一步讨论了变体对于飞机稳定性的影响；在变体的结构机构设计,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,5,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0627
SR0319,SE0278,攻角,性能指标,影响,SE0247,俯仰力矩,性能指标,用中心)处于25%左右弦长的位置。同时，因攻角变化而产生的俯仰力矩变,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,92,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1161
SR0320,SE0278,攻角,性能指标,影响,SE0291,气动力,性能指标,可以看出，机翼的气动中心(当机翼的攻角变化时，所产生的气动力增量的作,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,92,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1159
SR0321,SE0278,攻角,性能指标,影响,SE0163,活动机翼,结构部件,起的俯仰力矩变化远大于机翼攻角改变所引起的俯仰力矩变化，活动机翼和连杆,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,94,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1071
SR0322,SE0278,攻角,性能指标,影响,SE0238,飞行控制,控制方法,变形又将进一步影响机翼的攻角并对飞机的飞行控制产生扰动。可以看出，连,D4_单-双折叠翼变体飞行器总体设计研究_郭廷宇,111,0.83,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R1179
SR0323,SE0149,智能材料,结构部件,影响,SE0389,工程应用,设计问题,囿于智能材料本身特性限制，从工程应用的角度出,D1_空天变构飞行技术研究现状与未来发展研判_刘思佳,3,0.86,1,规则抽取+标准实体映射+重复三元组去重,已规范化,R0872
